order_id,store_id,city,partner_id,promised_time_min,actual_time_min,distance_one_way_km,distance_return_km,delay_reason
O52339,S116,Mumbai,P2163,32.0,39,2.58,1.95,Traffic
O52340,S103,Bangalore,P2023,27.0,33,6.85,5.2,Store Delay
O52341,S133,Delhi,P2053,18.0,20,5.24,4.25,Traffic
O52342,S138,Delhi,P2252,39.0,57,2.79,2.38,Weather
O52343,S109,Delhi,P2199,22.0,49,6.74,7.16,Store Delay
O52344,S104,Hyderabad,P2255,20.0,40,7.77,7.54,Traffic
O52345,S101,Bangalore,P2011,29.0,37,0.61,0.45,Store Delay
O52346,S127,Bangalore,P2255,31.0,38,1.07,0.91,Traffic
O52347,S136,Bangalore,P2257,22.0,31,4.41,3.4,Store Delay
O52348,S112,Delhi,P2115,24.0,37,1.72,1.57,Partner Late
O52349,S121,Hyderabad,P2009,32.0,38,3.57,2.9,
O52350,S107,Mumbai,P2129,21.0,35,1.29,0.95,Traffic
O52351,S132,Delhi,P2034,19.0,34,2.42,1.72,Traffic
O52352,S102,Delhi,P2281,17.0,26,6.81,7.22,System Issue
O52353,S120,Delhi,P2026,20.0,22,4.59,4.43,Traffic
O52354,S123,Delhi,P2000,17.0,28,5.87,4.79,Partner Late
O52355,S139,Mumbai,P2078,18.0,29,3.85,3.97,Weather
O52356,S135,Bangalore,P2083,15.0,34,6.48,7.03,Partner Late
O52357,S104,Hyderabad,P2020,17.0,14,5.07,3.97,
O52358,S117,Delhi,P2138,35.0,42,1.91,1.53,Traffic
O52359,S105,Delhi,P2190,23.0,34,1.45,1.15,Store Delay
O52360,S108,Mumbai,P2256,19.0,17,7.58,6.44,
O52361,S131,Delhi,P2171,35.0,42,5.82,5.23,Weather
O52362,S105,Delhi,P2272,36.0,49,1.9,1.96,Partner Late
O52363,S105,Delhi,P2267,24.0,33,1.38,1.5,Traffic
O52364,S126,Delhi,P2272,37.0,52,6.27,5.16,Store Delay
O52365,S108,Mumbai,P2045,16.0,15,2.85,2.37,
O52366,S130,Mumbai,P2282,22.0,20,1.02,1.09,
O52367,S127,Bangalore,P2238,23.0,26,4.12,4.4,
O52368,S116,Mumbai,P2201,29.0,38,3.19,3.41,Traffic
O52369,S119,Mumbai,P2167,17.0,34,2.09,1.78,Partner Late
O52370,S132,Delhi,P2177,29.0,28,7.65,6.07,
O52371,S127,Bangalore,P2295,21.0,23,2.99,3.05,Traffic
O52372,S107,Mumbai,P2195,26.0,29,2.86,2.61,Store Delay
O52373,S131,Delhi,P2156,18.0,36,7.44,7.92,Store Delay
O52374,S119,Mumbai,P2296,29.0,21,2.0,1.58,
O52375,S119,Mumbai,P2125,20.0,36,5.2,4.04,Store Delay
O52376,S103,Bangalore,P2174,20.0,24,4.26,4.03,Store Delay
O52377,S114,Mumbai,P2260,15.0,23,4.64,3.99,Traffic
O52378,S134,Delhi,P2247,38.0,41,0.8,0.68,Partner Late
O52379,S137,Mumbai,P2216,27.0,40,5.5,5.57,Traffic
O52380,S138,Delhi,P2284,16.0,17,3.34,2.67,Traffic
O52381,S131,Delhi,P2121,18.0,24,5.78,4.7,Weather
O52382,S126,Delhi,P2027,,40,0.9,0.89,Store Delay
O52383,S101,Bangalore,P2285,25.0,27,4.58,4.75,Traffic
O52384,S135,Bangalore,P2214,30.0,31,6.09,5.84,Store Delay
O52385,S124,Hyderabad,P2045,31.0,36,4.46,4.35,Traffic
O52386,S107,Mumbai,P2187,27.0,32,2.32,2.29,System Issue
O52387,S111,Bangalore,P2213,25.0,23,1.6,1.42,
O52388,S118,Hyderabad,P2050,18.0,10,2.49,1.87,
O52389,S120,Delhi,P2250,34.0,43,4.22,4.51,Store Delay
O52390,S107,Mumbai,P2047,38.0,52,4.88,4.05,Partner Late
O52391,S133,Delhi,P2198,33.0,45,0.56,0.48,Store Delay
O52392,S114,Mumbai,P2165,36.0,25,5.85,4.48,
O52393,S124,Hyderabad,P2086,25.0,21,3.23,2.76,
O52394,S119,Mumbai,P2066,26.0,32,4.63,3.35,Store Delay
O52395,S126,Delhi,P2287,16.0,20,3.15,2.9,Store Delay
O52396,S134,Delhi,P2028,37.0,32,6.14,4.51,
O52397,S127,Bangalore,P2112,27.0,28,5.01,4.04,Partner Late
O52398,S127,Bangalore,P2111,36.0,29,6.31,6.21,
O52399,S115,Hyderabad,P2039,28.0,29,0.73,0.79,System Issue
O52400,S125,Mumbai,P2184,38.0,41,8.0,6.42,Store Delay
O52401,S109,Delhi,P2176,17.0,13,2.43,2.38,
O52402,S124,Hyderabad,P2170,16.0,30,1.66,1.23,Traffic
O52403,S120,Delhi,P2158,21.0,29,0.56,0.56,Partner Late
O52404,S112,Delhi,P2084,38.0,47,2.49,2.2,Store Delay
O52405,S107,Mumbai,P2279,23.0,24,6.4,5.4,Store Delay
O52406,S126,Delhi,P2184,22.0,36,2.27,1.64,Store Delay
O52407,S100,Mumbai,P2048,36.0,47,1.61,1.18,Store Delay
O52408,S136,Bangalore,P2142,21.0,42,7.15,7.63,Store Delay
O52409,S111,Bangalore,P2015,,16,4.32,4.71,
O52410,S101,Bangalore,P2046,,40,2.15,1.97,Partner Late
O52411,S111,Bangalore,P2042,21.0,28,1.28,1.23,Partner Late
O52412,S132,Delhi,P2180,21.0,20,0.78,0.83,
O52413,S118,Hyderabad,P2098,30.0,39,7.2,7.17,Store Delay
O52414,S116,Mumbai,P2295,23.0,28,7.66,8.25,Traffic
O52415,S106,Delhi,P2104,26.0,44,4.22,3.53,Store Delay
O52416,S106,Delhi,P2078,20.0,40,4.9,4.82,Store Delay
O52417,S136,Bangalore,P2102,27.0,36,3.44,3.59,System Issue
O52418,S131,Delhi,P2099,27.0,41,4.19,4.13,Store Delay
O52419,S128,Bangalore,P2128,26.0,26,6.9,6.68,
O52420,S114,Mumbai,P2142,30.0,28,1.7,1.71,
O52421,S126,Delhi,P2209,38.0,34,0.66,0.5,
O52422,S105,Delhi,P2092,27.0,47,4.8,5.16,Store Delay
O52423,S131,Delhi,P2057,31.0,38,5.19,4.78,Store Delay
O52424,S131,Delhi,P2269,21.0,29,5.84,4.78,Traffic
O52425,S104,Hyderabad,P2060,30.0,29,7.73,7.89,
O52426,S114,Mumbai,P2002,38.0,44,5.34,4.34,Traffic
O52427,S114,Mumbai,P2004,24.0,22,1.94,1.55,
O52428,S114,Mumbai,P2252,26.0,41,6.51,5.27,Weather
O52429,S103,Bangalore,P2263,27.0,23,1.45,1.04,
O52430,S111,Bangalore,P2036,36.0,33,7.3,5.21,
O52431,S113,Mumbai,P2025,21.0,25,1.8,1.64,Partner Late
O52432,S100,Mumbai,P2113,26.0,22,7.69,5.83,
O52433,S101,Bangalore,P2233,23.0,40,3.11,2.77,Store Delay
O52434,S139,Mumbai,P2027,35.0,44,4.6,4.66,Traffic
O52435,S120,Delhi,P2084,29.0,31,3.89,3.19,Partner Late
O52436,S131,Delhi,P2297,38.0,44,3.9,3.42,
O52437,S114,Mumbai,P2038,37.0,63,2.01,1.67,
O52438,S123,Delhi,P2011,29.0,23,1.55,1.64,
O52439,S117,Delhi,P2129,34.0,35,7.81,6.55,Traffic
O52440,S116,Mumbai,P2093,39.0,46,5.92,4.47,Traffic
O52441,S132,Delhi,P2127,17.0,26,0.9,0.86,Traffic
O52442,S108,Mumbai,P2001,27.0,37,7.46,8.01,Partner Late
O52443,S127,Bangalore,P2282,18.0,16,3.94,3.0,
O52444,S122,Mumbai,P2236,19.0,-10,2.62,2.55,Traffic
O52445,S117,Delhi,P2199,18.0,18,7.78,6.99,
O52446,S123,Delhi,P2061,27.0,44,3.46,2.66,Store Delay
O52447,S138,Delhi,P2235,39.0,49,3.39,3.22,Store Delay
O52448,S102,Delhi,P2145,39.0,44,3.01,2.98,System Issue
O52449,S116,Mumbai,P2017,21.0,16,6.81,5.89,
O52450,S111,Bangalore,P2062,33.0,40,4.21,3.22,Weather
O52451,S105,Delhi,P2175,33.0,42,7.77,5.86,Weather
O52452,S112,Delhi,P2221,16.0,16,5.82,6.25,
O52453,S116,Mumbai,P2172,39.0,45,1.3,1.26,Partner Late
O52454,S139,Mumbai,P2276,34.0,33,2.06,1.58,
O52455,S112,Delhi,P2235,26.0,28,6.65,5.24,Traffic
O52456,S107,Mumbai,P2049,21.0,22,7.1,5.63,Store Delay
O52457,S100,Mumbai,P2217,31.0,36,4.15,3.01,Traffic
O52458,S114,Mumbai,P2206,37.0,29,1.71,1.85,
O52459,S139,Mumbai,P2297,26.0,32,1.19,1.02,Partner Late
O52460,S126,Delhi,P2061,37.0,29,7.0,6.86,
O52461,S111,Bangalore,P2104,26.0,32,7.56,7.52,Traffic
O52462,S101,Bangalore,P2028,34.0,64,5.79,5.65,Partner Late
O52463,S126,Delhi,P2114,26.0,32,1.51,1.61,Traffic
O52464,S101,Bangalore,P2108,15.0,17,0.9,0.65,Traffic
O52465,S126,Delhi,P2122,27.0,35,4.73,4.58,Partner Late
O52466,S101,Bangalore,P2048,20.0,29,6.09,6.01,Traffic
O52467,S127,Bangalore,P2156,37.0,37,3.58,3.76,
O52468,S119,Mumbai,P2157,20.0,15,1.94,1.48,
O52469,S101,Bangalore,P2152,34.0,55,3.45,3.26,Store Delay
O52470,S136,Bangalore,P2113,36.0,40,5.2,5.66,Store Delay
O52471,S137,Mumbai,P2132,17.0,15,5.42,4.36,
O52472,S117,Delhi,P2051,20.0,23,1.98,1.79,Partner Late
O52473,S116,Mumbai,P2131,16.0,30,6.78,5.63,
O52474,S129,Delhi,P2207,24.0,26,7.79,7.73,Partner Late
O52475,S113,Mumbai,P2106,21.0,28,4.45,4.15,Traffic
O52476,S104,Hyderabad,P2226,24.0,24,7.04,7.33,
O52477,S105,Delhi,P2096,25.0,22,5.94,4.67,
O52478,S113,Mumbai,P2077,19.0,17,2.57,1.94,
O52479,S103,Bangalore,P2036,17.0,29,7.15,6.77,Traffic
O52480,S116,Mumbai,P2136,37.0,32,1.37,1.44,
O52481,S108,Mumbai,P2100,28.0,33,4.66,4.15,Partner Late
O52482,S136,Bangalore,P2017,,33,2.52,1.91,Store Delay
O52483,S130,Mumbai,P2194,35.0,34,0.85,0.9,
O52484,S133,Delhi,P2163,31.0,26,3.1,3.06,
O52485,S107,Mumbai,P2222,19.0,32,3.41,3.02,Traffic
O52486,S137,Mumbai,P2096,39.0,50,2.05,1.64,Partner Late
O52487,S110,Bangalore,P2229,34.0,37,6.35,6.28,System Issue
O52488,S137,Mumbai,P2035,39.0,39,5.76,6.2,
O52489,S134,Delhi,P2282,20.0,30,7.44,6.54,Partner Late
O52490,S111,Bangalore,P2083,38.0,34,4.14,4.51,
O52491,S111,Bangalore,P2061,34.0,37,0.51,0.45,
O52492,S105,Delhi,P2222,37.0,42,4.75,4.14,Partner Late
O52493,S127,Bangalore,P2111,19.0,23,7.79,8.02,Traffic
O52494,S117,Delhi,P2278,34.0,42,0.89,0.84,Store Delay
O52495,S113,Mumbai,P2094,36.0,39,5.86,5.69,Store Delay
O52496,S128,Bangalore,P2033,39.0,38,4.2,3.92,
O52497,S108,Mumbai,P2133,28.0,26,6.29,5.54,
O52498,S112,Delhi,P2013,26.0,29,6.6,5.65,Traffic
O52499,S137,Mumbai,P2157,17.0,22,5.65,4.66,Store Delay
O52500,S104,Hyderabad,P2076,25.0,22,5.08,4.01,
O52501,S132,Delhi,P2129,21.0,18,6.45,6.84,
O52502,S133,Delhi,P2054,39.0,48,3.3,3.33,Partner Late
O52503,S123,Delhi,P2143,33.0,42,6.54,5.97,Partner Late
O52504,S109,Delhi,P2069,30.0,35,5.8,4.38,Store Delay
O52505,S125,Mumbai,P2162,20.0,30,3.17,2.44,Traffic
O52506,S103,Bangalore,P2216,19.0,14,7.56,5.7,
O52507,S136,Bangalore,P2254,38.0,53,2.29,2.04,Partner Late
O52508,S129,Delhi,P2000,19.0,19,6.85,6.41,
O52509,S116,Mumbai,P2163,16.0,18,6.88,6.09,Traffic
O52510,S118,Hyderabad,P2271,38.0,35,2.11,1.92,
O52511,S106,Delhi,P2183,22.0,25,6.2,6.42,Store Delay
O52512,S105,Delhi,P2012,28.0,25,0.77,0.63,
O52513,S109,Delhi,P2124,30.0,34,4.26,4.61,Traffic
O52514,S129,Delhi,P2008,15.0,38,1.23,0.96,Traffic
O52515,S113,Mumbai,P2168,36.0,37,6.56,5.58,Store Delay
O52516,S121,Hyderabad,P2257,19.0,17,5.03,4.42,
O52517,S103,Bangalore,P2203,21.0,25,5.07,3.75,Traffic
O52518,S124,Hyderabad,P2098,27.0,35,7.47,7.04,Partner Late
O52519,S132,Delhi,P2113,27.0,41,1.69,1.42,Traffic
O52520,S133,Delhi,P2043,26.0,25,6.55,4.65,
O52521,S103,Bangalore,P2212,30.0,45,7.78,5.68,Traffic
O52522,S118,Hyderabad,P2084,29.0,37,6.66,5.87,
O52523,S133,Delhi,P2055,39.0,47,6.01,6.28,Traffic
O52524,S128,Bangalore,P2151,35.0,43,0.81,0.77,Traffic
O52525,S125,Mumbai,P2094,15.0,22,7.73,8.12,Traffic
O52526,S117,Delhi,P2089,39.0,40,6.0,4.82,Traffic
O52527,S110,Bangalore,P2192,38.0,39,1.38,1.05,Store Delay
O52528,S106,Delhi,P2269,37.0,38,4.84,4.12,Traffic
O52529,S112,Delhi,P2231,26.0,28,5.92,5.68,
O52530,S105,Delhi,P2226,31.0,37,0.61,0.45,Store Delay
O52531,S115,Hyderabad,P2151,32.0,40,1.8,1.73,Traffic
O52532,S109,Delhi,P2279,39.0,40,2.37,1.79,System Issue
O52533,S139,Mumbai,P2136,18.0,27,2.35,2.45,Partner Late
O52534,S114,Mumbai,P2156,23.0,22,7.81,8.27,
O52535,S137,Mumbai,P2287,18.0,17,6.03,5.26,
O52536,S115,Hyderabad,P2070,27.0,36,1.6,1.63,Partner Late
O52537,S139,Mumbai,P2146,15.0,10,4.48,4.34,
O52538,S111,Bangalore,P2136,23.0,23,6.91,5.69,
O52539,S120,Delhi,P2210,32.0,36,5.02,3.9,Traffic
O52540,S104,Hyderabad,P2142,16.0,17,1.2,1.09,Traffic
O52541,S121,Hyderabad,P2286,32.0,37,3.69,3.48,Store Delay
O52542,S108,Mumbai,P2260,24.0,30,7.69,7.55,Weather
O52543,S126,Delhi,P2246,21.0,26,6.33,6.0,Store Delay
O52544,S111,Bangalore,P2123,17.0,18,6.17,5.86,Traffic
O52545,S137,Mumbai,P2151,17.0,22,5.03,4.76,
O52546,S125,Mumbai,P2014,28.0,36,1.38,1.43,System Issue
O52547,S110,Bangalore,P2097,32.0,36,6.78,4.93,Traffic
O52548,S116,Mumbai,P2135,36.0,38,0.95,0.74,Weather
O52549,S121,Hyderabad,P2229,28.0,35,5.59,5.99,Partner Late
O52550,S138,Delhi,P2096,25.0,28,1.78,1.26,Store Delay
O52551,S139,Mumbai,P2275,17.0,27,1.61,1.75,Store Delay
O52552,S130,Mumbai,P2031,25.0,25,4.79,4.06,
O52553,S103,Bangalore,P2194,19.0,20,1.51,1.17,Store Delay
O52554,S136,Bangalore,P2276,21.0,24,2.14,1.89,System Issue
O52555,S129,Delhi,P2138,16.0,29,7.42,6.64,System Issue
O52556,S111,Bangalore,P2247,29.0,35,6.73,5.79,Traffic
O52557,S110,Bangalore,P2001,20.0,28,2.45,1.81,Store Delay
O52558,S124,Hyderabad,P2197,19.0,43,4.2,4.02,Store Delay
O52559,S109,Delhi,P2268,28.0,35,1.71,1.68,Traffic
O52560,S137,Mumbai,P2076,21.0,19,7.92,5.55,
O52561,S127,Bangalore,P2211,29.0,23,2.27,2.21,
O52562,S116,Mumbai,P2295,22.0,33,4.64,4.92,Store Delay
O52563,S129,Delhi,P2136,38.0,56,5.87,5.33,System Issue
O52564,S135,Bangalore,P2165,15.0,13,5.52,4.31,
O52565,S124,Hyderabad,P2139,34.0,42,6.05,4.36,Partner Late
O52566,S101,Bangalore,P2249,28.0,30,4.39,3.21,Store Delay
O52567,S134,Delhi,P2121,15.0,16,4.48,4.4,Traffic
O52568,S116,Mumbai,P2029,35.0,39,3.55,3.11,Traffic
O52569,S124,Hyderabad,P2268,23.0,25,7.75,5.57,Traffic
O52570,S108,Mumbai,P2118,28.0,39,1.33,1.43,Traffic
O52571,S113,Mumbai,P2282,31.0,36,5.7,4.8,Traffic
O52572,S106,Delhi,P2234,22.0,32,5.99,6.48,Store Delay
O52573,S120,Delhi,P2064,28.0,24,4.36,4.14,
O52574,S128,Bangalore,P2112,19.0,17,2.19,1.75,
O52575,S123,Delhi,P2272,20.0,28,6.99,7.26,System Issue
O52576,S107,Mumbai,P2140,34.0,37,2.38,2.31,Traffic
O52577,S137,Mumbai,P2276,25.0,28,4.21,3.22,Store Delay
O52578,S112,Delhi,P2131,26.0,30,5.55,4.31,Traffic
O52579,S116,Mumbai,P2280,39.0,40,2.75,2.21,Weather
O52580,S105,Delhi,P2003,28.0,28,1.56,1.5,
O52581,S118,Hyderabad,P2272,34.0,30,7.04,5.72,
O52582,S124,Hyderabad,P2281,39.0,44,5.13,5.64,Partner Late
O52583,S115,Hyderabad,P2270,28.0,24,4.39,4.82,
O52584,S129,Delhi,P2207,37.0,41,3.2,2.88,Store Delay
O52585,S113,Mumbai,P2269,33.0,39,2.05,1.69,Store Delay
O52586,S121,Hyderabad,P2062,28.0,30,5.6,5.75,Store Delay
O52587,S104,Hyderabad,P2278,28.0,37,5.26,5.19,Store Delay
O52588,S138,Delhi,P2282,18.0,23,6.4,6.82,Traffic
O52589,S123,Delhi,P2100,31.0,33,0.72,0.51,Partner Late
O52590,S137,Mumbai,P2144,16.0,12,2.63,2.76,
O52591,S103,Bangalore,P2193,32.0,44,4.61,3.41,System Issue
O52592,S131,Delhi,P2160,15.0,10,1.63,1.22,
O52593,S127,Bangalore,P2031,25.0,32,4.99,4.64,Partner Late
O52594,S129,Delhi,P2039,19.0,10,2.07,2.06,
O52595,S106,Delhi,P2108,32.0,38,2.08,1.74,System Issue
O52596,S105,Delhi,P2045,16.0,16,4.11,4.24,
O52597,S112,Delhi,P2213,29.0,34,7.74,7.08,Traffic
O52598,S103,Bangalore,P2171,16.0,20,4.17,3.45,Traffic
O52599,S103,Bangalore,P2102,38.0,45,3.65,3.77,Traffic
O52600,S102,Delhi,P2064,31.0,38,1.71,1.86,Traffic
O52601,S112,Delhi,P2186,28.0,24,5.71,4.18,
O52602,S112,Delhi,P2199,34.0,30,5.42,5.38,
O52603,S105,Delhi,P2237,31.0,28,6.04,4.27,
O52604,S138,Delhi,P2120,35.0,40,5.74,5.62,Store Delay
O52605,S135,Bangalore,P2010,31.0,45,6.67,5.85,Partner Late
O52606,S137,Mumbai,P2045,19.0,14,2.3,2.3,
O52607,S125,Mumbai,P2242,15.0,24,4.77,4.72,Traffic
O52608,S130,Mumbai,P2142,20.0,18,5.49,4.92,
O52609,S125,Mumbai,P2032,23.0,31,5.85,5.46,
O52610,S112,Delhi,P2284,32.0,33,4.3,3.76,Store Delay
O52611,S131,Delhi,P2144,21.0,32,6.74,6.38,Store Delay
O52612,S123,Delhi,P2085,37.0,42,1.05,1.05,Store Delay
O52613,S127,Bangalore,P2229,29.0,25,1.23,0.97,
O52614,S119,Mumbai,P2045,36.0,40,5.93,6.09,Store Delay
O52615,S113,Mumbai,P2228,,45,3.08,3.11,
O52616,S124,Hyderabad,P2065,38.0,43,6.54,5.11,System Issue
O52617,S134,Delhi,P2120,24.0,30,0.59,0.47,Store Delay
O52618,S124,Hyderabad,P2214,25.0,50,5.26,5.7,Traffic
O52619,S109,Delhi,P2000,30.0,31,5.39,5.3,System Issue
O52620,S117,Delhi,P2039,19.0,28,1.9,1.43,Traffic
O52621,S104,Hyderabad,P2026,23.0,28,6.06,5.27,Partner Late
O52622,S128,Bangalore,P2267,30.0,47,6.69,5.71,Store Delay
O52623,S108,Mumbai,P2270,17.0,38,6.71,6.11,Traffic
O52624,S126,Delhi,P2203,18.0,31,4.22,4.48,Partner Late
O52625,S108,Mumbai,P2089,37.0,30,3.01,2.89,
O52626,S114,Mumbai,P2294,23.0,35,5.32,4.13,Weather
O52627,S103,Bangalore,P2238,35.0,49,6.46,6.1,Traffic
O52628,S100,Mumbai,P2063,28.0,34,3.64,2.65,Traffic
O52629,S119,Mumbai,P2079,21.0,19,7.76,6.75,
O52630,S102,Delhi,P2150,39.0,35,7.98,8.72,
O52631,S130,Mumbai,P2283,21.0,28,6.15,4.53,Traffic
O52632,S134,Delhi,P2247,23.0,30,2.4,2.42,Store Delay
O52633,S100,Mumbai,P2234,28.0,36,6.02,5.24,Store Delay
O52634,S104,Hyderabad,P2051,36.0,41,5.16,5.13,Store Delay
O52635,S135,Bangalore,P2162,29.0,25,5.18,5.07,
O52636,S123,Delhi,P2006,37.0,51,6.32,4.48,Traffic
O52637,S125,Mumbai,P2107,35.0,31,2.99,2.91,
O52638,S123,Delhi,P2044,18.0,40,5.58,5.65,Traffic
O52639,S101,Bangalore,P2183,32.0,35,3.55,3.08,Store Delay
O52640,S130,Mumbai,P2054,26.0,25,5.22,3.67,
O52641,S133,Delhi,P2024,29.0,32,5.92,4.62,Traffic
O52642,S111,Bangalore,P2255,30.0,34,4.59,4.28,System Issue
O52643,S138,Delhi,P2042,16.0,11,2.51,2.2,
O52644,S108,Mumbai,P2036,39.0,39,2.31,2.08,
O52645,S100,Mumbai,P2108,34.0,-10,3.95,4.19,Partner Late
O52646,S115,Hyderabad,P2107,37.0,45,1.94,1.8,System Issue
O52647,S129,Delhi,P2248,39.0,65,4.7,4.92,Traffic
O52648,S120,Delhi,P2217,34.0,41,1.32,0.95,Partner Late
O52649,S118,Hyderabad,P2046,18.0,14,5.51,4.37,
O52650,S106,Delhi,P2023,21.0,23,3.82,3.41,Weather
O52651,S111,Bangalore,P2059,29.0,25,2.73,2.75,
O52652,S113,Mumbai,P2091,29.0,38,6.48,6.1,Store Delay
O52653,S135,Bangalore,P2164,32.0,43,5.9,6.03,Traffic
O52654,S118,Hyderabad,P2250,26.0,27,5.09,4.04,Partner Late
O52655,S127,Bangalore,P2229,18.0,18,2.98,3.0,
O52656,S113,Mumbai,P2243,37.0,28,1.01,0.96,
O52657,S123,Delhi,P2148,32.0,27,3.69,3.54,
O52658,S123,Delhi,P2078,25.0,30,1.52,1.33,Traffic
O52659,S128,Bangalore,P2078,29.0,25,4.72,4.78,
O52660,S100,Mumbai,P2293,15.0,14,5.64,5.12,
O52661,S110,Bangalore,P2163,26.0,27,4.28,3.2,Partner Late
O52662,S110,Bangalore,P2141,24.0,41,6.57,5.43,Store Delay
O52663,S111,Bangalore,P2219,20.0,32,4.22,4.32,Partner Late
O52664,S122,Mumbai,P2110,39.0,35,5.81,6.11,
O52665,S133,Delhi,P2053,29.0,32,5.36,5.45,Partner Late
O52666,S125,Mumbai,P2103,35.0,33,1.77,1.87,
O52667,S139,Mumbai,P2210,32.0,31,2.42,1.77,
O52668,S117,Delhi,P2170,28.0,38,2.34,2.2,Weather
O52669,S111,Bangalore,P2040,15.0,15,1.79,1.82,
O52670,S121,Hyderabad,P2130,33.0,45,4.7,3.76,Traffic
O52671,S130,Mumbai,P2108,28.0,35,2.91,2.13,Store Delay
O52672,S103,Bangalore,P2250,37.0,46,1.33,1.23,
O52673,S134,Delhi,P2171,36.0,45,3.8,3.21,Partner Late
O52674,S127,Bangalore,P2088,17.0,10,4.08,3.59,
O52675,S104,Hyderabad,P2164,30.0,31,0.69,0.54,System Issue
O52676,S124,Hyderabad,P2024,26.0,28,7.43,5.3,System Issue
O52677,S134,Delhi,P2137,30.0,36,0.91,0.91,
O52678,S131,Delhi,P2293,32.0,30,6.42,4.98,
O52679,S116,Mumbai,P2107,34.0,34,1.19,1.15,
O52680,S123,Delhi,P2162,37.0,40,2.15,1.76,System Issue
O52681,S136,Bangalore,P2244,37.0,41,6.72,6.66,Store Delay
O52682,S124,Hyderabad,P2252,22.0,30,2.94,2.41,Store Delay
O52683,S131,Delhi,P2091,30.0,34,5.77,4.05,Partner Late
O52684,S134,Delhi,P2074,20.0,16,6.29,6.73,
O52685,S118,Hyderabad,P2268,28.0,22,5.42,5.47,
O52686,S126,Delhi,P2030,36.0,47,2.05,1.59,Store Delay
O52687,S110,Bangalore,P2023,35.0,45,6.92,6.11,Traffic
O52688,S135,Bangalore,P2176,30.0,31,1.61,1.35,System Issue
O52689,S134,Delhi,P2030,33.0,45,2.49,1.98,Traffic
O52690,S118,Hyderabad,P2100,26.0,33,6.0,6.41,Traffic
O52691,S121,Hyderabad,P2121,22.0,33,4.92,4.3,Partner Late
O52692,S109,Delhi,P2023,35.0,52,5.03,4.39,Weather
O52693,S123,Delhi,P2209,30.0,39,7.33,6.97,Partner Late
O52694,S106,Delhi,P2274,37.0,46,4.48,4.39,System Issue
O52695,S104,Hyderabad,P2234,33.0,39,1.2,1.15,System Issue
O52696,S111,Bangalore,P2289,20.0,27,3.86,4.14,Traffic
O52697,S134,Delhi,P2042,18.0,20,3.04,2.89,Partner Late
O52698,S109,Delhi,P2030,34.0,38,3.45,3.67,Partner Late
O52699,S135,Bangalore,P2226,23.0,20,0.65,0.6,
O52700,S139,Mumbai,P2086,37.0,42,2.91,2.13,System Issue
O52701,S104,Hyderabad,P2185,39.0,46,6.9,6.65,Partner Late
O52702,S108,Mumbai,P2215,33.0,36,7.98,5.68,Weather
O52703,S134,Delhi,P2051,36.0,46,0.76,0.69,
O52704,S136,Bangalore,P2266,19.0,23,0.86,0.84,Traffic
O52705,S120,Delhi,P2102,27.0,35,6.78,5.04,Traffic
O52706,S107,Mumbai,P2296,38.0,51,6.33,4.68,System Issue
O52707,S132,Delhi,P2013,39.0,37,4.82,3.69,
O52708,S133,Delhi,P2082,17.0,20,7.85,6.22,Store Delay
O52709,S118,Hyderabad,P2175,32.0,53,5.67,5.68,Store Delay
O52710,S118,Hyderabad,P2075,21.0,16,1.51,1.39,
O52711,S130,Mumbai,P2115,29.0,49,7.5,6.23,Store Delay
O52712,S118,Hyderabad,P2021,25.0,32,2.12,2.11,Traffic
O52713,S128,Bangalore,P2159,33.0,23,2.46,2.36,
O52714,S115,Hyderabad,P2010,25.0,38,1.51,1.59,Traffic
O52715,S137,Mumbai,P2096,39.0,61,2.21,2.29,
O52716,S101,Bangalore,P2072,27.0,28,7.76,8.43,Traffic
O52717,S115,Hyderabad,P2008,17.0,20,7.27,5.82,Store Delay
O52718,S110,Bangalore,P2238,34.0,50,5.62,4.92,Partner Late
O52719,S106,Delhi,P2131,18.0,21,3.41,2.49,Store Delay
O52720,S117,Delhi,P2276,25.0,59,4.96,3.61,Weather
O52721,S112,Delhi,P2293,38.0,34,4.79,4.93,
O52722,S117,Delhi,P2287,33.0,36,7.3,7.31,Traffic
O52723,S132,Delhi,P2006,39.0,43,0.76,0.58,Store Delay
O52724,S134,Delhi,P2150,27.0,31,4.05,3.87,Weather
O52725,S116,Mumbai,P2265,16.0,15,6.6,7.01,
O52726,S126,Delhi,P2088,19.0,28,5.84,4.59,Store Delay
O52727,S127,Bangalore,P2133,27.0,42,7.37,5.82,Weather
O52728,S121,Hyderabad,P2102,16.0,10,2.05,1.44,
O52729,S111,Bangalore,P2178,20.0,19,3.99,4.28,
O52730,S132,Delhi,P2130,25.0,32,2.91,2.89,Weather
O52731,S117,Delhi,P2196,34.0,31,3.54,2.99,
O52732,S134,Delhi,P2022,19.0,20,1.02,1.07,Traffic
O52733,S100,Mumbai,P2193,15.0,21,5.21,5.0,Traffic
O52734,S125,Mumbai,P2266,27.0,28,0.53,0.56,Traffic
O52735,S128,Bangalore,P2252,36.0,38,7.35,6.53,Store Delay
O52736,S123,Delhi,P2271,21.0,29,7.99,8.19,Store Delay
O52737,S107,Mumbai,P2130,34.0,39,0.7,0.75,Traffic
O52738,S114,Mumbai,P2245,20.0,16,6.3,5.19,
O52739,S131,Delhi,P2047,27.0,31,1.49,1.33,Traffic
