order_id,partner_id,base_pay,incentive,earning,late_penalty,complaint_raised,complaint_reason
O51234,P2013,35,10,105.97,0,No,
O51235,P2178,35,0,31.25,10,No,
O51236,P2236,30,0,92.44,0,No,
O51237,P2174,40,0,34.18,20,No,
O51238,P2131,25,20,102.18,20,No,
O51239,P2243,30,20,135.66,0,No,
O51240,P2184,40,50,81.81,20,No,
O51241,P2026,40,0,113.94,0,No,
O51242,P2089,30,10,89.83,0,Yes,
O51243,P2286,35,20,133.55,0,Yes,Rude Behavior
O51244,P2042,40,0,77.43,0,No,
O51245,P2223,30,10,107.24,0,No,
O51246,P2251,35,20,106.1,0,No,
O51247,P2287,30,0,60.38,0,Yes,Wrong Order
O51248,P2298,30,10,88.07,0,No,
O51249,P2259,40,0,97.69,0,No,
O51250,P2078,35,20,90.76,0,No,
O51251,P2057,40,10,68.86,0,No,
O51252,P2193,40,0,150.65,0,No,
O51253,P2253,25,10,73.22,0,No,
O51254,P2136,35,50,79.38,20,No,
O51255,P2076,35,50,141.03,0,No,
O51256,P2069,40,0,96.15,20,No,
O51257,P2107,40,0,48.26,10,No,
O51258,P2216,25,0,60.33,10,No,
O51259,P2161,30,20,74.91,20,No,
O51260,P2222,40,0,52.45,10,Yes,Late Delivery
O51261,P2274,30,0,39.76,10,No,
O51262,P2083,25,0,34.27,0,No,
O51263,P2008,30,10,113.65,0,No,
O51264,P2270,35,20,89.4,0,No,
O51265,P2258,25,0,27.82,10,No,
O51266,P2095,30,10,47.16,10,Yes,No Show
O51267,P2116,40,50,177.11,0,No,
O51268,P2049,25,20,109.68,0,No,
O51269,P2134,25,10,104.86,0,No,
O51270,P2195,30,0,78.93,0,Yes,Rude Behavior
O51271,P2124,35,0,99.18,10,No,
O51272,P2186,35,10,104.45,10,No,
O51273,P2218,30,0,57.43,0,No,
O51274,P2074,40,0,53.42,0,No,
O51275,P2103,25,10,95.09,0,No,
O51276,P2175,25,0,73.55,0,No,
O51277,P2299,25,20,99.63,0,No,
O51278,P2184,30,10,94.21,10,No,
O51279,P2043,25,0,61.63,0,Yes,Rude Behavior
O51280,P2062,35,10,139.46,0,No,
O51281,P2297,30,20,110.16,0,No,
O51282,P2151,25,50,153.42,0,No,
O51283,P2289,40,10,131.45,0,No,
O51284,P2119,25,0,86.94,0,No,
O51285,P2249,25,0,100.37,0,No,
O51286,P2111,30,10,67.37,0,Yes,Late Delivery
O51287,P2226,40,0,51.74,0,No,
O51288,P2226,25,50,167.75,0,No,
O51289,P2111,40,0,40.68,10,No,
O51290,P2286,25,10,,0,No,
O51291,P2156,30,10,49.21,0,No,
O51292,P2122,30,20,96.58,0,No,
O51293,P2117,35,10,163.92,0,Yes,Wrong Order
O51294,P2276,40,10,61.03,0,No,
O51295,P2263,35,50,168.14,0,No,
O51296,P2136,35,0,64.33,0,No,
O51297,P2051,30,0,53.04,10,No,
O51298,P2133,25,20,115.58,0,No,
O51299,P2285,40,20,115.47,0,Yes,Late Delivery
O51300,P2280,35,0,53.28,0,No,
O51301,P2110,30,20,153.82,0,No,
O51302,P2219,40,0,101.36,0,No,
O51303,P2292,25,10,59.769999999999996,10,No,
O51304,P2102,25,10,107.87,0,No,
O51305,P2110,40,50,129.31,0,Yes,Wrong Order
O51306,P2218,40,0,42.07,20,No,
O51307,P2290,25,50,92.39,10,No,
O51308,P2072,40,10,95.99,20,No,
O51309,P2261,25,10,68.85,10,No,
O51310,P2126,30,10,114.15,0,No,
O51311,P2263,25,10,96.43,20,No,
O51312,P2287,25,20,89.04,0,No,
O51313,P2129,35,0,110.15,0,No,
O51314,P2244,25,0,44.46,0,No,
O51315,P2135,25,0,27.35,20,No,
O51316,P2237,35,50,125.92,0,Yes,Late Delivery
O51317,P2193,40,10,126.59,0,Yes,No Show
O51318,P2216,40,10,62.17,0,No,
O51319,P2155,40,10,117.98,10,No,
O51320,P2157,35,0,105.41,10,No,
O51321,P2174,25,50,71.64,10,No,
O51322,P2296,25,20,99.3,20,No,
O51323,P2247,35,0,51.86,0,No,
O51324,P2185,30,10,81.21,10,Yes,Wrong Order
O51325,P2276,35,0,79.16,0,Yes,Rude Behavior
O51326,P2099,35,0,80.16,0,No,
O51327,P2066,35,0,77.95,0,No,
O51328,P2019,40,10,,20,No,
O51329,P2029,30,0,61.239999999999995,20,Yes,
O51330,P2057,40,20,102.77,0,Yes,Wrong Order
O51331,P2010,35,50,89.23,0,No,
O51332,P2155,30,20,114.1,0,No,
O51333,P2068,35,10,153.88,0,No,
O51334,P2052,35,10,98.43,0,No,
O51335,P2153,25,0,45.65,0,No,
O51336,P2085,30,20,84.43,0,No,
O51337,P2017,40,20,74.63,0,Yes,Late Delivery
O51338,P2278,35,10,74.27,10,No,
O51339,P2257,25,0,27.619999999999997,20,No,
O51340,P2277,40,20,124.64,0,No,
O51341,P2195,30,10,56.22,10,No,
O51342,P2069,30,50,95.75,0,Yes,Rude Behavior
O51343,P2240,30,50,122.21,0,No,
O51344,P2011,25,20,70.07,0,No,
O51345,P2298,30,10,51.63,10,No,
O51346,P2193,30,50,188.16,0,No,
O51347,P2177,25,0,98.81,0,No,
O51348,P2243,35,0,40.42,20,No,
O51349,P2203,40,0,95.86,10,No,
O51350,P2179,40,20,74.82,10,No,
O51351,P2147,25,0,40.17,0,Yes,Rude Behavior
O51352,P2073,30,0,107.69,0,No,
O51353,P2191,30,10,93.43,0,Yes,Late Delivery
O51354,P2113,30,10,103.15,0,No,
O51355,P2135,25,0,74.43,20,No,
O51356,P2214,35,50,114.68,10,No,
O51357,P2011,40,50,92.84,20,No,
O51358,P2055,35,0,88.36,0,Yes,Rude Behavior
O51359,P2020,30,50,123.07,0,Yes,Rude Behavior
O51360,P2004,40,0,118.62,0,No,
O51361,P2074,25,0,46.38,0,No,
O51362,P2194,25,0,104.11,20,No,
O51363,P2129,40,0,85.44,0,No,
O51364,P2214,35,10,45.59,10,No,
O51365,P2257,40,20,98.51,20,No,
O51366,P2058,30,0,112.4,0,No,
O51367,P2252,35,20,73.21,10,No,
O51368,P2160,30,10,80.53,0,No,
O51369,P2247,40,10,111.65,0,No,
O51370,P2271,30,0,51.2,0,No,
O51371,P2197,35,10,82.76,20,No,
O51372,P2233,25,10,119.17,0,No,
O51373,P2014,25,0,81.75,10,Yes,Rude Behavior
O51374,P2251,35,50,141.84,20,No,
O51375,P2236,35,10,108.97,0,No,
O51376,P2184,40,0,101.41,0,No,
O51377,P2261,35,20,115.65,0,No,
O51378,P2041,35,10,93.38,0,No,
O51379,P2242,35,0,145.07,0,Yes,Rude Behavior
O51380,P2226,25,20,83.46,10,No,
O51381,P2233,35,20,69.01,0,No,
O51382,P2260,25,10,47.89,20,No,
O51383,P2224,30,10,69.28,0,No,
O51384,P2255,40,0,128.04,0,No,
O51385,P2187,25,50,148.93,10,Yes,Late Delivery
O51386,P2117,40,0,126.28,0,No,
O51387,P2163,30,50,97.91,0,No,
O51388,P2059,25,50,80.56,0,No,
O51389,P2089,30,0,49.06,10,No,
O51390,P2087,25,0,118.21,0,No,
O51391,P2076,35,0,118.11,0,No,
O51392,P2207,25,50,133.38,10,Yes,Late Delivery
O51393,P2115,25,10,41.79,0,No,
O51394,P2086,35,20,72.4,0,No,
O51395,P2245,35,10,59.93000000000001,20,No,
O51396,P2081,35,0,58.010000000000005,10,Yes,No Show
O51397,P2176,35,20,78.49,20,No,
O51398,P2239,40,0,123.86,0,No,
O51399,P2075,35,0,53.43,10,No,
O51400,P2234,40,10,90.97,0,Yes,Rude Behavior
O51401,P2142,25,0,75.65,0,No,
O51402,P2181,40,10,69.23,10,No,
O51403,P2202,40,20,81.95,10,No,
O51404,P2156,25,0,59.290000000000006,10,No,
O51405,P2167,30,0,66.18,10,Yes,Late Delivery
O51406,P2215,35,50,156.22,20,Yes,Rude Behavior
O51407,P2132,35,50,110.98,0,No,
O51408,P2141,25,20,123.30000000000001,20,No,
O51409,P2236,25,0,92.6,0,No,
O51410,P2224,40,50,146.11,20,No,
O51411,P2006,35,20,103.81,10,Yes,Late Delivery
O51412,P2220,25,10,100.23,0,No,
O51413,P2230,25,20,70.9,10,No,
O51414,P2197,25,20,92.9,20,No,
O51415,P2000,40,0,144.11,0,No,
O51416,P2076,25,0,71.07,0,Yes,Late Delivery
O51417,P2143,40,0,61.03,20,No,
O51418,P2199,30,50,124.68,0,No,
O51419,P2178,40,10,81.22,0,No,
O51420,P2250,30,0,59.16,0,No,
O51421,P2050,35,50,152.85,0,Yes,Rude Behavior
O51422,P2070,30,0,43.6,0,Yes,Wrong Order
O51423,P2095,35,0,25.189999999999998,20,No,
O51424,P2151,30,10,72.4,0,No,
O51425,P2184,25,10,131.31,0,No,
O51426,P2105,35,0,63.38,0,No,
O51427,P2203,25,20,58.5,0,No,
O51428,P2128,30,20,125.43,20,No,
O51429,P2100,40,20,86.52,0,No,
O51430,P2280,25,0,61.57,0,Yes,Late Delivery
O51431,P2251,40,50,131.75,0,No,
O51432,P2032,35,20,132.92,0,Yes,Late Delivery
O51433,P2102,35,50,179.28,0,Yes,Late Delivery
O51434,P2118,35,0,43.0,0,No,
O51435,P2035,25,10,108.75,0,No,
O51436,P2275,40,10,93.96,0,No,
O51437,P2025,25,0,35.35,0,No,
O51438,P2044,30,0,70.06,20,No,
O51439,P2152,30,10,105.63,10,No,
O51440,P2135,40,10,117.44999999999999,20,No,
O51441,P2270,30,0,98.7,0,No,
O51442,P2285,30,0,47.510000000000005,20,No,
O51443,P2162,30,10,36.89,20,No,
O51444,P2206,35,50,98.04,0,No,
O51445,P2252,35,10,76.99,0,No,
O51446,P2075,40,10,168.37,0,No,
O51447,P2205,40,0,56.379999999999995,10,No,
O51448,P2147,40,0,160.58,0,No,
O51449,P2054,25,10,71.99,0,No,
O51450,P2243,25,20,137.05,0,No,
O51451,P2188,35,20,127.07,10,No,
O51452,P2096,40,0,78.65,0,No,
O51453,P2231,25,0,80.73,0,No,
O51454,P2268,40,10,67.07,0,No,
O51455,P2042,25,0,57.22,20,Yes,Late Delivery
O51456,P2209,30,50,162.9,0,No,
O51457,P2217,35,50,133.25,10,No,
O51458,P2131,35,0,115.44,0,No,
O51459,P2298,35,20,134.44,0,No,
O51460,P2221,30,0,63.39,10,Yes,Rude Behavior
O51461,P2197,30,20,81.26,10,No,
O51462,P2077,35,50,122.7,0,No,
O51463,P2102,25,0,71.34,10,Yes,Late Delivery
O51464,P2068,35,0,122.08,0,No,
O51465,P2085,30,10,65.09,20,No,
O51466,P2176,35,0,60.72,0,No,
O51467,P2024,25,10,93.86,10,No,
O51468,P2228,30,0,93.78,0,No,
O51469,P2229,35,10,122.03999999999999,20,Yes,No Show
O51470,P2025,40,0,53.84,0,No,
O51471,P2223,25,20,83.8,0,No,
O51472,P2105,35,0,105.58,0,No,
O51473,P2128,35,10,123.88,0,No,
O51474,P2171,40,0,75.83,20,No,
O51475,P2232,25,10,,20,No,
O51476,P2179,30,20,146.47,0,No,
O51477,P2000,30,0,43.12,0,No,
O51478,P2205,30,20,101.95,10,No,
O51479,P2097,25,0,88.67,0,No,
O51480,P2174,35,0,65.89,10,Yes,Rude Behavior
O51481,P2103,35,50,143.34,0,No,
O51482,P2197,30,0,54.26,0,Yes,Late Delivery
O51483,P2117,25,50,115.89,0,No,
O51484,P2269,40,20,91.61,0,No,
O51485,P2096,25,0,82.32,0,Yes,Late Delivery
O51486,P2146,35,0,86.15,0,No,
O51487,P2099,30,10,132.03,0,No,
O51488,P2041,30,0,113.02,0,No,
O51489,P2147,25,10,55.81999999999999,20,No,
O51490,P2049,40,0,71.85,0,No,
O51491,P2006,25,0,91.06,20,No,
O51492,P2143,35,0,52.05,0,No,
O51493,P2215,35,20,78.96,20,No,
O51494,P2020,35,10,94.01,10,No,
O51495,P2098,35,0,60.67,0,No,
O51496,P2156,40,0,117.41,0,No,
O51497,P2039,30,0,86.19,0,Yes,Late Delivery
O51498,P2027,35,0,32.25,10,No,
O51499,P2055,40,10,72.13,20,No,
O51500,P2188,35,10,88.9,20,No,
O51501,P2013,35,0,54.099999999999994,10,No,
O51502,P2243,25,20,124.22,10,No,
O51503,P2110,40,20,133.69,20,Yes,Wrong Order
O51504,P2132,25,20,58.11,0,No,
O51505,P2150,25,0,91.57,0,No,
O51506,P2058,30,50,125.28,0,No,
O51507,P2147,35,20,97.21,10,No,
O51508,P2214,40,10,69.8,10,No,
O51509,P2224,35,10,74.96,0,No,
O51510,P2204,40,10,108.13,0,No,
O51511,P2054,40,50,133.2,0,Yes,Late Delivery
O51512,P2220,30,20,87.93,10,Yes,Late Delivery
O51513,P2286,25,50,88.35,20,Yes,Rude Behavior
O51514,P2206,35,10,125.32,0,No,
O51515,P2284,30,10,61.07,0,No,
O51516,P2142,25,10,102.16,10,No,
O51517,P2232,30,20,95.24,10,Yes,Late Delivery
O51518,P2105,40,50,123.19,10,No,
O51519,P2026,25,0,80.12,0,No,
O51520,P2099,35,10,52.53,10,No,
O51521,P2159,35,0,106.03,0,No,
O51522,P2076,40,0,103.38,0,Yes,Rude Behavior
O51523,P2121,25,0,78.32,0,Yes,No Show
O51524,P2142,40,10,87.54,0,Yes,Late Delivery
O51525,P2214,25,0,35.01,0,No,
O51526,P2001,35,50,140.76,0,No,
O51527,P2202,25,50,124.99,0,No,
O51528,P2126,40,20,152.45,10,No,
O51529,P2014,40,20,75.93,0,No,
O51530,P2011,30,0,50.44,0,No,
O51531,P2263,35,20,143.59,0,No,
O51532,P2096,30,10,142.63,0,Yes,Late Delivery
O51533,P2058,40,0,40.36,20,No,
O51534,P2242,25,10,71.48,0,No,
O51535,P2260,25,0,40.22,0,No,
O51536,P2224,35,0,72.89,0,No,
O51537,P2071,35,0,103.35,0,No,
O51538,P2263,30,10,53.56,0,Yes,
O51539,P2246,35,10,51.53,0,No,
O51540,P2158,35,10,118.09,0,No,
O51541,P2185,40,50,116.56,0,No,
O51542,P2202,35,0,86.35,0,No,
O51543,P2270,25,0,96.68,0,No,
O51544,P2157,35,0,140.75,0,No,
O51545,P2228,40,0,124.38999999999999,20,No,
O51546,P2228,25,0,79.14,0,No,
O51547,P2124,30,10,68.82,0,No,
O51548,P2187,40,10,65.42,10,No,
O51549,P2061,25,20,141.95,0,No,
O51550,P2280,30,10,82.42,0,No,
O51551,P2269,35,10,85.55,0,No,
O51552,P2091,40,0,97.78,0,No,
O51553,P2047,40,20,127.15,0,No,
O51554,P2091,40,10,86.73,0,No,
O51555,P2292,30,0,87.83,0,No,
O51556,P2258,40,0,104.87,0,No,
O51557,P2224,25,10,85.13,0,No,
O51558,P2104,25,10,91.2,0,No,
O51559,P2077,35,10,102.82,0,No,
O51560,P2236,25,0,111.66,0,No,
O51561,P2019,40,0,137.11,0,No,
O51562,P2097,40,10,140.04,0,No,
O51563,P2233,35,0,126.94999999999999,10,No,
O51564,P2219,40,20,119.43,0,No,
O51565,P2180,25,10,46.9,0,No,
O51566,P2248,35,10,67.93,20,No,
O51567,P2173,25,0,78.61,0,No,
O51568,P2206,35,0,63.760000000000005,20,No,
O51569,P2042,30,10,97.65,0,No,
O51570,P2065,40,10,109.58000000000001,20,No,
O51571,P2225,30,10,80.95,0,No,
O51572,P2206,30,20,76.08,10,Yes,Late Delivery
O51573,P2201,30,0,130.78,10,No,
O51574,P2040,40,20,71.06,10,No,
O51575,P2000,30,10,153.41,0,No,
O51576,P2093,40,10,88.52,0,No,
O51577,P2102,25,0,58.06,0,No,
O51578,P2192,40,10,150.63,0,No,
O51579,P2122,25,0,72.03,0,No,
O51580,P2288,30,0,36.88,0,No,
O51581,P2242,35,10,85.74,0,Yes,No Show
O51582,P2018,35,0,50.19,0,No,
O51583,P2224,35,10,129.98,0,No,
O51584,P2113,40,10,135.57,0,No,
O51585,P2136,30,20,74.69,0,No,
O51586,P2193,25,10,57.42,10,No,
O51587,P2075,35,20,108.94,0,No,
O51588,P2115,35,50,99.75,10,No,
O51589,P2053,40,20,62.39,20,No,
O51590,P2032,25,10,54.92,20,Yes,Wrong Order
O51591,P2027,25,50,111.83,0,No,
O51592,P2091,35,10,63.519999999999996,10,No,
O51593,P2265,40,10,111.94,0,No,
O51594,P2293,40,20,94.98,20,No,
O51595,P2147,40,10,84.91,0,No,
O51596,P2173,35,20,74.12,0,Yes,Wrong Order
O51597,P2000,thirty,0,85.3,10,No,
O51598,P2196,30,20,139.69,0,No,
O51599,P2149,35,20,90.47,0,No,
O51600,P2165,40,0,143.54,10,No,
O51601,P2219,35,20,101.69,10,No,
O51602,P2298,40,20,166.24,0,No,
O51603,P2188,40,0,60.620000000000005,20,No,
O51604,P2193,35,0,117.98,0,Yes,Wrong Order
O51605,P2098,40,10,144.11,0,No,
O51606,P2143,35,0,53.65,0,No,
O51607,P2216,35,10,66.34,0,No,
O51608,P2075,25,10,46.18,0,No,
O51609,P2046,35,10,48.84,10,Yes,Late Delivery
O51610,P2298,35,10,75.21,10,No,
O51611,P2030,35,0,74.23,0,No,
O51612,P2118,30,20,99.59,0,No,
O51613,P2256,35,0,117.94,0,No,
O51614,P2298,35,0,52.22,0,No,
O51615,P2065,40,50,88.39,10,No,
O51616,P2136,35,20,65.38,0,No,
O51617,P2231,30,20,61.959999999999994,10,No,
O51618,P2021,30,20,124.73,0,Yes,Rude Behavior
O51619,P2095,25,0,77.54,0,No,
O51620,P2082,30,20,77.81,0,No,
O51621,P2142,40,20,85.56,0,No,
O51622,P2145,25,10,121.4,0,No,
O51623,P2096,40,10,99.35,0,Yes,Rude Behavior
O51624,P2208,35,0,68.6,0,Yes,Rude Behavior
O51625,P2043,25,10,57.6,0,Yes,Late Delivery
O51626,P2249,30,10,95.45,0,No,
O51627,P2264,25,0,31.77,0,Yes,Late Delivery
O51628,P2186,35,0,139.4,0,No,
O51629,P2106,30,0,128.92,0,No,
O51630,P2243,25,10,56.72,0,No,
O51631,P2128,40,10,120.83,0,No,
O51632,P2100,40,0,46.47,20,No,
O51633,P2272,40,0,117.99,0,No,
O51634,P2263,40,0,70.37,10,No,
O51635,P2240,40,10,37.31,20,No,
O51636,P2048,35,10,106.61,0,No,
O51637,P2023,40,0,35.65,10,No,
O51638,P2240,25,10,112.9,0,No,
O51639,P2090,40,0,97.37,20,No,
O51640,P2050,30,20,97.42,10,No,
O51641,P2084,40,50,106.88,0,Yes,Wrong Order
O51642,P2126,25,10,44.34,0,No,
O51643,P2125,40,50,144.89,0,No,
O51644,P2068,40,10,88.53,20,No,
O51645,P2260,30,10,66.63,0,Yes,Late Delivery
O51646,P2161,25,0,114.82,0,No,
O51647,P2040,25,50,143.27,20,No,
O51648,P2234,30,0,41.38,10,No,
O51649,P2157,40,20,118.43,0,No,
O51650,P2227,35,0,59.84,20,No,
O51651,P2190,30,0,29.810000000000002,10,No,
O51652,P2023,25,10,90.3,10,No,
O51653,P2088,30,10,43.81,10,No,
O51654,P2097,40,0,112.18,20,No,
O51655,P2180,25,0,33.21,0,No,
O51656,P2294,25,0,114.07,0,No,
O51657,P2138,35,0,113.97,0,No,
O51658,P2291,25,20,71.38,0,Yes,Late Delivery
O51659,P2102,35,10,98.65,0,No,
O51660,P2078,40,10,58.49,0,No,
O51661,P2146,25,20,126.5,0,No,
O51662,P2029,40,20,123.49,0,No,
O51663,P2176,30,0,113.96000000000001,20,Yes,No Show
O51664,P2173,30,0,102.13,10,No,
O51665,P2060,40,0,56.05,10,No,
O51666,P2057,30,0,104.09,10,Yes,Wrong Order
O51667,P2057,35,20,85.78,0,No,
O51668,P2077,35,0,52.25,20,No,
O51669,P2077,25,0,33.71,10,No,
O51670,P2178,25,10,68.15,20,No,
O51671,P2193,30,10,108.34,0,No,
O51672,P2070,25,10,78.76,0,No,
O51673,P2164,40,10,135.76,0,Yes,Late Delivery
O51674,P2155,40,50,92.69,10,Yes,Late Delivery
O51675,P2181,35,10,57.87,0,No,
O51676,P2025,40,0,93.15,0,No,
O51677,P2101,25,10,55.13,0,Yes,Wrong Order
O51678,P2246,40,0,97.71,0,No,
O51679,P2193,40,50,127.58000000000001,10,Yes,Late Delivery
O51680,P2144,40,0,94.23,0,No,
O51681,P2180,30,20,81.71,0,Yes,Late Delivery
O51682,P2125,25,10,77.99,0,No,
O51683,P2049,40,20,61.760000000000005,10,No,
O51684,P2285,40,0,50.89,0,No,
O51685,P2207,40,10,76.27,0,No,
O51686,P2029,30,0,76.09,0,No,
O51687,P2101,25,0,93.92,0,No,
O51688,P2225,35,20,108.96,0,No,
O51689,P2224,40,0,101.13,0,No,
O51690,P2229,40,0,88.47,0,No,
O51691,P2211,30,10,47.85,10,No,
O51692,P2217,30,0,39.35,0,No,
O51693,P2251,25,20,102.68,0,No,
O51694,P2035,25,0,37.35,0,No,
O51695,P2040,25,10,95.62,0,No,
O51696,P2048,25,0,95.63,20,Yes,Late Delivery
O51697,P2038,30,10,32.11,20,No,
O51698,P2038,40,10,113.28,0,No,
O51699,P2242,30,20,86.71,0,Yes,No Show
O51700,P2110,35,20,78.75,0,No,
O51701,P2120,25,50,156.26,0,No,
O51702,P2019,35,10,86.19,10,Yes,Late Delivery
O51703,P2051,30,20,119.04,0,No,
O51704,P2150,30,0,100.09,0,No,
O51705,P2279,25,10,97.01,0,No,
O51706,P2042,25,20,131.69,0,No,
O51707,P2216,30,0,15.439999999999998,20,No,
O51708,P2037,40,0,107.47,10,Yes,Late Delivery
O51709,P2186,40,0,51.1,0,Yes,Late Delivery
O51710,P2116,25,0,134.25,0,No,
O51711,P2240,35,0,76.03,20,No,
O51712,P2091,40,0,55.94,20,No,
O51713,P2036,25,0,72.97,10,No,
O51714,P2073,25,10,45.73,0,No,
O51715,P2169,30,0,89.62,0,No,
O51716,P2010,35,0,60.06999999999999,10,Yes,Wrong Order
O51717,P2002,25,50,87.13,0,Yes,
O51718,P2236,40,50,144.37,10,No,
O51719,P2225,25,20,80.02,10,No,
O51720,P2153,35,0,56.08,0,No,
O51721,P2059,25,10,50.08,0,No,
O51722,P2130,35,10,51.46,10,Yes,Late Delivery
O51723,P2133,35,20,99.63,0,No,
O51724,P2077,30,10,124.76,0,No,
O51725,P2269,40,0,95.54,10,No,
O51726,P2159,35,20,107.33,20,Yes,Wrong Order
O51727,P2192,40,0,96.58,0,No,
O51728,P2284,30,10,63.04,0,No,
O51729,P2066,40,0,53.66,20,No,
O51730,P2161,25,10,115.41,0,No,
O51731,P2121,35,0,124.52,0,Yes,Late Delivery
O51732,P2263,30,10,91.45,0,Yes,Late Delivery
O51733,P2073,35,20,156.76,0,No,
O51734,P2203,25,10,84.92,0,Yes,Rude Behavior
O51735,P2006,30,10,114.36000000000001,20,No,
O51736,P2026,35,0,121.5,10,Yes,Late Delivery
O51737,P2218,30,50,86.93,0,No,
O51738,P2224,40,0,91.0,0,No,
O51739,P2276,25,20,81.17,0,Yes,Wrong Order
O51740,P2165,30,0,85.96,0,No,
O51741,P2186,25,0,57.36,10,No,
O51742,P2029,40,20,78.49,10,No,
O51743,P2066,30,20,76.33,0,No,
O51744,P2142,35,0,96.56,0,No,
O51745,P2035,30,50,115.57,10,No,
O51746,P2250,35,20,82.65,0,No,
O51747,P2234,30,0,106.27,10,No,
O51748,P2188,35,0,96.29,10,Yes,Late Delivery
O51749,P2136,35,10,52.8,0,No,
O51750,P2026,30,0,85.39,0,No,
O51751,P2163,40,10,114.39,0,No,
O51752,P2053,40,20,127.88,10,No,
O51753,P2299,30,0,129.2,0,Yes,Rude Behavior
O51754,P2252,40,0,132.82,0,No,
O51755,P2031,40,10,133.16,20,No,
O51756,P2035,35,50,131.02,0,No,
O51757,P2194,30,0,114.84,0,No,
O51758,P2214,40,20,72.3,10,No,
O51759,P2161,30,10,50.84,0,No,
O51760,P2297,30,0,126.82,0,Yes,Late Delivery
O51761,P2004,40,20,117.35,20,No,
O51762,P2143,35,0,66.1,10,No,
O51763,P2215,35,0,119.47,0,No,
O51764,P2228,40,10,54.459999999999994,10,Yes,
O51765,P2129,25,0,23.04,10,No,
O51766,P2060,35,20,103.73,0,No,
O51767,P2118,30,10,123.28,0,No,
O51768,P2012,25,10,93.31,0,No,
O51769,P2205,25,0,53.67,10,No,
O51770,P2191,30,0,80.77,0,Yes,Wrong Order
O51771,P2114,35,0,128.94,0,Yes,Rude Behavior
O51772,P2203,25,10,58.76,0,No,
O51773,P2283,30,0,131.41,0,No,
O51774,P2189,25,0,16.479999999999997,20,No,
O51775,P2028,35,10,58.58,0,No,
O51776,P2267,25,0,61.66,0,No,
O51777,P2114,30,0,37.6,0,No,
O51778,P2109,25,20,63.620000000000005,20,No,
O51779,P2229,25,20,102.45,0,No,
O51780,P2271,40,0,52.28,0,No,
O51781,P2110,30,20,170.49,0,No,
O51782,P2100,40,20,70.36,0,No,
O51783,P2089,25,0,70.79,0,Yes,Late Delivery
O51784,P2123,40,0,54.040000000000006,20,No,
O51785,P2078,25,10,88.63,0,No,
O51786,P2257,35,10,80.51,0,No,
O51787,P2018,35,0,71.14,10,No,
O51788,P2114,40,20,160.04,0,No,
O51789,P2196,25,0,107.24,10,No,
O51790,P2193,40,10,89.65,20,No,
O51791,P2058,40,0,94.6,10,No,
O51792,P2246,25,10,108.18,10,No,
O51793,P2256,25,0,20.990000000000002,20,No,
O51794,P2279,30,0,80.25,0,No,
O51795,P2000,30,50,104.46,0,Yes,Rude Behavior
O51796,P2172,35,0,92.06,10,Yes,Rude Behavior
O51797,P2249,thirty,10,50.99,10,No,
O51798,P2130,35,10,122.89,0,No,
O51799,P2037,25,20,54.0,0,No,
O51800,P2042,25,0,47.67,20,No,
O51801,P2100,40,0,66.97,10,No,
O51802,P2065,30,20,60.519999999999996,10,No,
O51803,P2088,35,10,80.51,0,Yes,Wrong Order
O51804,P2252,35,0,57.18000000000001,20,Yes,No Show
O51805,P2146,35,20,95.14,0,Yes,Late Delivery
O51806,P2093,35,50,165.63,0,No,
O51807,P2276,35,10,56.68,0,No,
O51808,P2148,30,10,113.47,10,No,
O51809,P2080,35,50,131.83,10,No,
O51810,P2010,40,0,119.18,0,No,
O51811,P2287,35,10,45.45,10,Yes,Late Delivery
O51812,P2185,25,0,35.73,0,Yes,Late Delivery
O51813,P2146,25,50,84.54,0,No,
O51814,P2146,30,50,104.3,0,No,
O51815,P2121,30,10,100.38,10,Yes,Late Delivery
O51816,P2215,30,10,68.88,10,Yes,Wrong Order
O51817,P2129,25,50,125.09,10,Yes,Rude Behavior
O51818,P2010,40,50,109.62,20,No,
O51819,P2245,35,0,58.99,0,No,
O51820,P2134,30,50,149.34,10,No,
O51821,P2199,30,0,76.86,0,No,
O51822,P2020,40,0,48.22,20,No,
O51823,P2240,25,0,95.38,0,No,
O51824,P2208,25,0,75.58,0,No,
O51825,P2173,40,0,96.83,10,Yes,Late Delivery
O51826,P2212,40,10,124.68,0,No,
O51827,P2195,30,0,22.979999999999997,20,No,
O51828,P2247,25,0,68.92,0,No,
O51829,P2201,25,20,59.42,10,Yes,Rude Behavior
O51830,P2292,25,10,135.71,0,No,
O51831,P2150,35,20,62.54,0,No,
O51832,P2250,25,0,24.96,10,No,
O51833,P2205,40,20,88.08,10,No,
O51834,P2273,40,0,143.49,0,Yes,Late Delivery
O51835,P2234,35,0,117.36,0,Yes,Rude Behavior
O51836,P2044,30,10,123.94999999999999,10,No,
O51837,P2104,35,50,112.69,20,No,
O51838,P2113,25,10,53.150000000000006,20,No,
O51839,P2205,35,50,121.25999999999999,20,No,
O51840,P2146,40,0,113.05,0,No,
O51841,P2193,35,20,78.46,0,No,
O51842,P2040,40,0,92.94,0,No,
O51843,P2168,35,20,137.68,0,No,
O51844,P2113,35,10,90.72,0,No,
O51845,P2225,35,20,161.86,0,No,
O51846,P2172,35,0,51.95,0,No,
O51847,P2133,30,10,51.42,0,Yes,Wrong Order
O51848,P2123,40,10,140.92,10,No,
